docid,section,sentenceid,subject_text,subject_type,object_text,object_type,relation
16776793,ab,7,group,hcro,academic detailing,edac,LOCATION_OF
16776793,ab,10,Group,hcro,academic detailing,edac,LOCATION_OF
16483645,ti,1,vaginal,bpoc,estrogen receptor-alpha,aapp,LOCATION_OF
16483645,ti,1,tumor tissues,bpoc,estrogen receptor-alpha,aapp,LOCATION_OF
16483645,ab,2,tissues,tisu,neoplastic,neop,PART_OF
16483645,ab,2,ER-alpha,aapp,estrogen       receptor,aapp,ISA
16483645,ab,2,study,resa,estrogen       receptor,aapp,MEASURES
16483645,ab,2,tissues,tisu,bitches,mamm,PART_OF
16483645,ab,2,vaginal,bpoc,bitches,mamm,PART_OF
16483645,ab,4,vaginal,bpoc,exfoliative vaginal cytology,diap,LOCATION_OF
16483645,ab,5,tissues,tisu,neoplastic,neop,PART_OF
16483645,ab,5,formaldehyde,hops,paraffin,lipd,COEXISTS_WITH
16483645,ab,8,tissues,tisu,neoplastic,neop,PART_OF
16483645,ab,8,tissues,tisu,ER-alpha,aapp,LOCATION_OF
16483645,ab,8,endothelium,tisu,blood vessels,bpoc,PART_OF
16483645,ab,9,tissues,tisu,neoplastic,neop,PART_OF
16483645,ab,9,tissues,tisu,tumor,neop,LOCATION_OF
16483645,ab,9,ER-alpha,aapp,steroid,strd,INTERACTS_WITH
16024249,ti,1,Fasciolosis,dsyn,patient,humn,PROCESS_OF
16024249,ab,1,Fasciolosis,dsyn,disease,dsyn,ISA
16024249,ab,1,parasitic       infections,dsyn,disease,dsyn,ISA
16024249,ab,1,breast,bpoc,parasitic       infections,dsyn,LOCATION_OF
16030174,ti,1,inhibin,aapp,polycystic ovary syndrome,dsyn,ASSOCIATED_WITH
16030174,ab,1,polycystic ovary syndrome,dsyn,women,humn,PROCESS_OF
16030174,ab,1,granulosa cells,cell,women,humn,PART_OF
16030174,ab,2,protein concentrations,lbpr,inhibin B,aapp,USES
16030174,ab,2,inhibin,aapp,follicles,bpoc,AFFECTS
16030174,ab,5,PCOS,dsyn,women,humn,PROCESS_OF
16030174,ab,6,follicles,bpoc,women,humn,PART_OF
16030174,ab,6,PCOS,dsyn,women,humn,PROCESS_OF
16030174,ab,8,follicular fluid,bdsu,follicles,bpoc,PART_OF
16030174,ab,9,follicular fluid,bdsu,Inhibin,aapp,LOCATION_OF
16030174,ab,10,Inhibin,aapp,follicle,bpoc,AUGMENTS
16030174,ab,10,follicles,bpoc,follicular fluid,bdsu,LOCATION_OF
16030174,ab,11,follicular fluid,bdsu,women,humn,PART_OF
16030174,ab,11,PCOS,dsyn,women,humn,PROCESS_OF
16030174,ab,11,inhibin B,aapp,inhibin,aapp,compared_with
16030174,ab,11,follicular fluid,bdsu,follicles,bpoc,PART_OF
16030174,ab,11,follicular fluid,bdsu,inhibin,aapp,LOCATION_OF
16030174,ab,11,follicular fluid,bdsu,inhibin B,aapp,LOCATION_OF
16030174,ab,12,follicle,bpoc,inhibins,aapp,LOCATION_OF
16030174,ab,12,inhibin,aapp,PCOS,dsyn,ASSOCIATED_WITH
16332537,ab,2,neurons,cell,visual cortical,bpoc,PART_OF
16332537,ab,5,retina,bpoc,brain-derived neurotrophic factor,aapp,LOCATION_OF
16332537,ab,6,retina,bpoc,rats,mamm,PART_OF
16332537,ab,6,BDNF,aapp,retina,bpoc,DISRUPTS
16332537,ab,7,eye,bpoc,BDNF,aapp,LOCATION_OF
16332537,ab,7,eye,bpoc,BDNF,aapp,LOCATION_OF
16332537,ab,9,animals,anim,BDNF,aapp,LOCATION_OF
16332537,ab,10,retina,bpoc,BDNF,aapp,LOCATION_OF
16608828,ab,1,radon,elii,lung cancer,neop,PREDISPOSES
16608828,ab,4,lung,bpoc,carcinogen,hops,LOCATION_OF
16608828,ab,8,detectors,medd,track,mnob,USES
16608828,ab,21,radon,elii,lung       cancer,neop,ASSOCIATED_WITH
15927218,ti,1,cysticercosis,dsyn,patients,humn,PROCESS_OF
15927218,ab,1,Neurocysticercosis,dsyn,neurological       disease,dsyn,ISA
15927218,ab,1,Neurocysticercosis,dsyn,neurological       disease,dsyn,CAUSES
15927218,ab,2,cysticercosis,dsyn,human,humn,PROCESS_OF
15927218,ab,2,ELISA,lbpr,glycoproteins,aapp,USES
15927218,ab,2,immunoblotting,lbpr,glycoproteins,aapp,USES
15927218,ab,2,isoelectric focusing,lbpr,cysticercosis,dsyn,DIAGNOSES
15927218,ab,3,NCC,dsyn,inpatients,podg,PROCESS_OF
15927218,ab,3,NCC,dsyn,outpatients,humn,PROCESS_OF
15927218,ab,6,cysticercosis,dsyn,patients,humn,PROCESS_OF
15927218,ab,7,lesions,fndg,patients,humn,PROCESS_OF
15927218,ab,8,cysticercosis,dsyn,patients,humn,PROCESS_OF
15927218,ab,8,ELISA,lbpr,asymptomatic,fndg,DIAGNOSES
15927218,ab,8,immunoblotting assays,lbpr,asymptomatic,fndg,DIAGNOSES
16121636,ab,1,bone marrow trephine,diap,biopsies,diap,ISA
16121636,ab,2,trephine       biopsies,diap,stained,irda,USES
16121636,ab,2,morphometry,lbpr,image,diap,ISA
16121636,ab,2,morphometry,lbpr,hematoxylin-eosin-stained,irda,USES
16025281,ti,1,lymphoid tissues,tisu,neoplastic,neop,PART_OF
16025281,ab,2,BAFF-R,gngm,human,humn,PART_OF
16025281,ab,4,area,spco,lymphocytes,cell,LOCATION_OF
16025281,ab,6,B-cell lymphoma,neop,T/NK cell lymphomas,neop,COEXISTS_WITH
16025281,ab,7,B-cell,cell,neoplasms,neop,LOCATION_OF
16025281,ab,7,BAFF-R,gngm,neoplasms,neop,ASSOCIATED_WITH
16641628,ti,1,Treacher       Collins syndrome,cgab,hypoplasia,patf,COEXISTS_WITH
16641628,ab,2,ocular,bpoc,malformations,cgab,LOCATION_OF
16641628,ab,4,reconstructive surgeries,topp,patients,podg,TREATS
16641628,ab,6,Treacher Collins syndrome,cgab,patients,humn,PART_OF
16641628,ab,7,reconstruction,topp,patients,humn,ADMINISTERED_TO
16641628,ab,10,grafts,tisu,vein,bpoc,PART_OF
16641628,ab,11,medical photography,diap,assessment,hlca,ISA
16641628,ab,20,free flaps,tisu,soft-tissue,tisu,PART_OF
16100526,ti,1,colon,bpoc,mouse,mamm,PART_OF
16100526,ti,1,neuropeptide Y,aapp,ion transport,celf,AFFECTS
16100526,ab,1,Neuropeptide Y,aapp,neuropeptide,aapp,ISA
16100526,ab,1,neuropeptide,aapp,intestine,bpoc,AFFECTS
16100526,ab,2,colon       mucosa,bpoc,mouse,mamm,PART_OF
16100526,ab,2,Veratridine,bacs,neurons,cell,AFFECTS
16100526,ab,2,colon       mucosa,bpoc,anion,elii,LOCATION_OF
16100526,ab,3,veratridine,orch,mucosal,tisu,AUGMENTS
16100526,ab,4,NPY,aapp,mice,mamm,PART_OF
16100526,ab,6,carbachol,orch,secretory,celf,CAUSES
16100526,ab,6,vasoactive intestinal polypeptide,gngm,secretory,celf,CAUSES
16100526,ab,11,colon,bpoc,mouse,mamm,PART_OF
16100526,ab,12,receptors,aapp,neurons,cell,PART_OF
16100526,ab,12,NPY,aapp,neurotransmission,celf,DISRUPTS
16100526,ab,15,colon,bpoc,NPY,aapp,LOCATION_OF
16100526,ab,15,receptors,aapp,neurotransmission,celf,AFFECTS
16480563,ab,1,Down's syndrome,dsyn,adults,humn,PROCESS_OF
16480563,ab,1,executive function,menp,adults,humn,PROCESS_OF
16480563,ab,2,Down's syndrome,dsyn,Participants,humn,PROCESS_OF
16480563,ab,5,Down's syndrome,dsyn,group,humn,PROCESS_OF
16480563,ab,6,Down's       syndrome,cgab,abnormal development,cgab,ISA
16480563,ab,6,prefrontal cortex,bpoc,abnormal development,cgab,LOCATION_OF
16480563,ab,6,abnormal development,cgab,Down's       syndrome,dsyn,CAUSES
16480563,ab,7,Down's syndrome,dsyn,people,humn,PROCESS_OF
16480563,ab,7,dementia,mobd,people,humn,PROCESS_OF
16480563,ab,8,Down's syndrome,dsyn,people,humn,PROCESS_OF
16480563,ab,8,executive function,menp,people,humn,PROCESS_OF
17131231,ti,1,Dystonia,sosy,Parkinson's disease,dsyn,ASSOCIATED_WITH
17131231,ab,1,Dystonia,sosy,idiopathic Parkinson's disease,dsyn,ASSOCIATED_WITH
17131231,ab,3,dystonia,sosy,parkinsonian syndromes,dsyn,ASSOCIATED_WITH
17131231,ab,4,foot,bpoc,dystonia,sosy,LOCATION_OF
17131231,ab,4,Dystonia,sosy,Parkinson disease,dsyn,COEXISTS_WITH
17131231,ab,5,progressive supranuclear palsy,dsyn,Parkinson's disease,dsyn,ISA
17131231,ab,5,corticobasal degeneration,dsyn,Parkinson's disease,dsyn,ISA
17131231,ab,5,multiple       system atrophy,dsyn,Parkinson's disease,dsyn,ISA
17131231,ab,5,dystonia,sosy,patients,humn,PROCESS_OF
17131231,ab,5,parkinsonism,dsyn,patients,humn,PROCESS_OF
17131231,ab,7,levodopa,aapp,therapy,topp,ISA
17131231,ab,7,therapy,topp,levodopa,aapp,USES
17131231,ab,7,therapy,topp,complication,patf,TREATS
17131231,ab,9,oculomotor cranial nerves,bpoc,cranial,bpoc,PART_OF
17131231,ab,9,Parkinson's disease,dsyn,patients,humn,PROCESS_OF
17131231,ab,9,Dystonic reactions,fndg,patients,humn,PROCESS_OF
17131231,ab,9,dystonia,sosy,patients,humn,PROCESS_OF
16929605,ti,1,laparotomic,topp,incision,topp,ISA
16929605,ab,1,laparotomic,topp,incision,topp,ISA
16929605,ab,1,incision,topp,radical retropubic prostatectomy,topp,METHOD_OF
16929605,ab,5,laparotomic,topp,incision,topp,ISA
16929605,ab,7,blood       loss,fndg,patients,humn,PROCESS_OF
16929605,ab,8,laparotomic,topp,incision,topp,ISA
16787352,ti,1,OCA-983,plnt,carbamates,orch,LOCATION_OF
16787352,ti,1,OCA-983,plnt,esters,orch,LOCATION_OF
16787352,ab,2,1-hexanol,orch,water,inch,COEXISTS_WITH
16787352,ab,2,1-pentanol,orch,water,inch,COEXISTS_WITH
16787352,ab,2,1-butanol,lipd,water,inch,COEXISTS_WITH
16787352,ab,3,acetates,orch,water,inch,COEXISTS_WITH
16167756,ab,1,SS,dsyn,disease,dsyn,ISA
16167756,ab,1,disease,dsyn,babies,humn,PROCESS_OF
15853477,ti,1,dysfunction,patf,major depressive disorder,mobd,COEXISTS_WITH
15853477,ab,1,dysfunction,patf,major depression,mobd,COEXISTS_WITH
15853477,ab,4,depression,mobd,geriatric,humn,PROCESS_OF
15853477,ab,5,disability,patf,dysfunction,patf,COEXISTS_WITH
15853477,ab,5,dysfunction,patf,depression,mobd,COEXISTS_WITH
15853477,ab,6,dysfunction,patf,depression,mobd,COEXISTS_WITH
15853477,ab,6,interventions,hlca,dysfunction,patf,TREATS
15853477,ab,6,interventions,hlca,dysfunction,patf,TREATS
16232237,ti,1,colorectal cancer,neop,patients,humn,PROCESS_OF
16232237,ab,1,analysis,resa,differences,qnco,MEASURES
16232237,ab,1,Hospital,hcro,analysis,resa,LOCATION_OF
16232237,ab,7,Bangladeshi,popg,population,popg,ISA
16232237,ab,9,advanced disease,fndg,patients,humn,PROCESS_OF
16232237,ab,12,Bangladeshi,popg,population,popg,ISA
16232237,ab,12,Colorectal cancer,neop,patients,humn,PROCESS_OF
16232237,ab,13,cancer,neop,patients,humn,PROCESS_OF
16232237,ab,16,symptoms,sosy,patients,humn,PROCESS_OF
16411522,ti,1,reinsertion,topp,pseudomonas aeruginosa exit-site infection,dsyn,TREATS
16411522,ti,1,removal,topp,pseudomonas aeruginosa exit-site infection,dsyn,TREATS
16411522,ab,1,treatment,topp,antibiotic,antb,USES
16411522,ab,1,treatment,topp,Pseudomonas aeruginosa exit-site infection,dsyn,AFFECTS
16411522,ab,3,treatment,topp,dialysis catheters,medd,USES
16411522,ab,4,treatment,topp,PDC,medd,USES
16411522,ab,8,operation,topp,patients,podg,TREATS
16411522,ab,11,treatment,topp,antibiotic,antb,USES
16411522,ab,11,antibiotic,antb,patients,podg,TREATS
16411522,ab,15,P. aeruginosa,bact,Peritonitis,dsyn,CAUSES
16304222,ti,1,anticoagulation,topp,patients,podg,TREATS
16304222,ti,1,patients,podg,mechanical heart valves,medd,USES
16304222,ab,1,heart valve       replacement,topp,anticoagulation,topp,PRECEDES
16304222,ab,1,anticoagulation,topp,patients,podg,TREATS
16304222,ab,7,patients,podg,mechanical heart valves,medd,USES
16304222,ab,8,anticoagulation,topp,thromboembolism,patf,PREVENTS
16376670,ti,1,Langerhans cell       histiocytosis,dsyn,Anterior uveitis,dsyn,COEXISTS_WITH
16376670,ti,1,Langerhans cell       histiocytosis,dsyn,iris nodules,fndg,COEXISTS_WITH
16376670,ab,3,anterior uveitis,dsyn,patient,humn,PROCESS_OF
16376670,ab,3,iris       nodules,fndg,patient,humn,PROCESS_OF
16376670,ab,5,inflammation,patf,patient,humn,PROCESS_OF
16376670,ab,5,iris nodules,fndg,patient,humn,PROCESS_OF
16376670,ab,9,corticosteroid therapy,topp,LCH,dsyn,TREATS
16879324,ti,1,Melatonin,horm,permeability,npop,AUGMENTS
16879324,ti,1,transient focal cerebral ischemia,dsyn,mice,mamm,PROCESS_OF
16879324,ab,1,melatonin,horm,blood-brain barrier,ortf,AUGMENTS
16879324,ab,1,ischemic stroke,dsyn,mice,mamm,PROCESS_OF
16879324,ab,2,melatonin,horm,permeability,npop,AUGMENTS
16879324,ab,2,transient focal cerebral ischemia,dsyn,mice,mamm,PROCESS_OF
16879324,ab,4,nitrotyrosine,aapp,nitrogen,elii,COEXISTS_WITH
16879324,ab,4,nitrotyrosine,aapp,oxygen,elii,COEXISTS_WITH
16879324,ab,6,HEt,orch,nitrotyrosine,gngm,INHIBITS
16879324,ab,8,transient focal cerebral ischemia,dsyn,mice,mamm,PROCESS_OF
16879324,ab,9,melatonin,horm,ischemic stroke,dsyn,TREATS
16751040,ab,1,ophthalmic findings,sosy,patients,humn,PROCESS_OF
16751040,ab,1,cardiomyopathy,dsyn,ophthalmic findings,sosy,CAUSES
16751040,ab,1,Danon       disease,dsyn,patients,humn,PROCESS_OF
16751040,ab,1,cardiomyopathy,dsyn,females,popg,PROCESS_OF
16751040,ab,1,cardiomyopathy,dsyn,males,humn,PROCESS_OF
16751040,ab,3,Danon disease,dsyn,Patients,humn,PROCESS_OF
16751040,ab,9,retinopathy,dsyn,patients,humn,PROCESS_OF
16751040,ab,9,Danon disease,dsyn,patients,humn,PROCESS_OF
16207633,ab,1,micronuclei,celc,mouse,mamm,PART_OF
16207633,ab,3,CHO cells,cell,BaP,aapp,LOCATION_OF
16207633,ab,4,treatment,topp,BaP,aapp,USES
16207633,ab,5,CHO,bpoc,CHO,mamm,PART_OF
16207633,ab,5,cells,cell,bone       marrow,bpoc,PART_OF
16207633,ab,5,cells,cell,CHO,bpoc,PART_OF
16207633,ab,6,MRP2,gngm,cells,cell,INTERACTS_WITH
16207633,ab,6,MDR1,gngm,cells,cell,INTERACTS_WITH
16207633,ab,8,BaP,gngm,mutagenicity,hops,STIMULATES
16584203,ti,1,Hansenula polymorpha,fngs,copper amine oxidase,aapp,LOCATION_OF
16584203,ab,1,Saccharomyces cerevisiae,fngs,copper amine oxidase,aapp,LOCATION_OF
16584203,ab,1,Hansenula polymorpha,fngs,copper amine oxidase,aapp,LOCATION_OF
16902165,ti,1,chronic ischemic heart       disease,dsyn,patients,humn,PROCESS_OF
16902165,ab,3,chronic ischemic heart disease,dsyn,patients,humn,PROCESS_OF
16902165,ab,3,EPC,phsu,patients,podg,TREATS
16902165,ab,4,CIHD,dsyn,patients,humn,PROCESS_OF
16902165,ab,6,G-CSF,aapp,treatment,topp,ISA
16902165,ab,6,treatment,topp,G-CSF,aapp,USES
16902165,ab,7,G-CSF,aapp,treatment,topp,ISA
16902165,ab,7,treatment,topp,G-CSF,aapp,USES
16902165,ab,8,G-CSF,aapp,treatment,topp,ISA
16902165,ab,8,treatment,topp,G-CSF,aapp,USES
16902165,ab,9,analysis,resa,cell sorter,medd,USES
16902165,ab,11,hind limb,blor,ischemia,dsyn,LOCATION_OF
16902165,ab,12,limb,bpoc,necrosis,patf,LOCATION_OF
16902165,ab,13,G-CSF,aapp,treatment,topp,ISA
16902165,ab,13,treatment,topp,G-CSF,aapp,USES
16902165,ab,13,treatment,topp,infusion,topp,PRECEDES
16902165,ab,13,treatment,topp,blood flow,orgf,STIMULATES
16902165,ab,13,infusion,topp,necrosis,patf,PREVENTS
16902165,ab,14,G-CSF,aapp,treatment,topp,ISA
16902165,ab,14,treatment,topp,G-CSF,aapp,USES
16038840,ti,1,colon,bpoc,Toxic effects,inpo,LOCATION_OF
16038840,ti,1,small bowel,bpoc,Toxic effects,inpo,LOCATION_OF
16038840,ti,1,rectum,bpoc,Toxic effects,inpo,LOCATION_OF
16038840,ab,2,therapy,topp,NSAID,phsu,USES
16038840,ab,2,therapy,topp,enteropathy,dsyn,CAUSES
16038840,ab,3,Chronic occult bleeding,patf,iron-deficiency anemia,dsyn,CAUSES
16038840,ab,4,NSAIDs,phsu,small       bowel ulcers,anab,CAUSES
16038840,ab,4,small       bowel ulcers,dsyn,acute bleeding,patf,CAUSES
16038840,ab,7,diverticular disease,dsyn,patients,humn,PROCESS_OF
16038840,ab,9,COX-2 inhibitors,orch,NSAIDs,phsu,compared_with
16038840,ab,10,therapy,topp,COX-2 inhibitor,phsu,USES
16038840,ab,10,COX-2 inhibitor,orch,therapy,topp,ISA
16038840,ab,11,COX-2       inhibitors,orch,inflammatory       bowel disease,dsyn,AFFECTS
16551631,ti,1,breast cancer cells,cell,Parathyroid hormone-related protein,aapp,LOCATION_OF
16551631,ab,1,breast cancer cells,cell,gene expression,genf,LOCATION_OF
16551631,ab,2,RNA interference,genf,gene expression,genf,ASSOCIATED_WITH
16551631,ab,2,cells,cell,PTHrP,aapp,LOCATION_OF
16551631,ab,5,cells,cell,CDC2,aapp,LOCATION_OF
16551631,ab,6,PTHrP,aapp,CDC25B,gngm,INTERACTS_WITH
16551631,ab,6,PTHrP,aapp,CDC2,gngm,INTERACTS_WITH
16551631,ab,8,PAI-1,gngm,cells,cell,DISRUPTS
16551631,ab,8,ITGA6,gngm,cells,cell,DISRUPTS
16551631,ab,8,KISS-1,gngm,cells,cell,DISRUPTS
16551631,ab,9,breast,bpoc,primary breast carcinomas,neop,LOCATION_OF
16551631,ab,9,RNA,bacs,ITGA6,aapp,PART_OF
16551631,ab,10,PTHrP,gngm,gene expression,genf,AFFECTS
16551631,ab,10,breast cancer cells,cell,gene expression,genf,LOCATION_OF
17663001,ti,1,invasive breast carcinoma,neop,patients,humn,PROCESS_OF
17663001,ti,1,patients,humn,MMP-1,aapp,LOCATION_OF
17663001,ab,1,Matrix metalloproteinase 1,aapp,extracellular       matrix,tisu,DISRUPTS
17663001,ab,2,invasive breast carcinoma,neop,patients,humn,PROCESS_OF
17663001,ab,3,breast carcinoma,neop,patients,humn,PROCESS_OF
17663001,ab,4,reverse transcriptase polymerase chain       reaction,mbrt,MMP-1,aapp,MEASURES
17663001,ab,7,MMP-1,aapp,estrogen       receptor,gngm,COEXISTS_WITH
17663001,ab,8,RT-PCR,mbrt,MMP-1,aapp,MEASURES
17663001,ab,10,estrogen       receptor,gngm,carcinomas,neop,PART_OF
17663001,ab,10,patients,humn,MMP-1,aapp,LOCATION_OF
17663001,ab,11,breast cancer,neop,human,humn,PROCESS_OF
16185321,ti,1,cell markers,lbpr,killer,aapp,USES
15927258,ab,4,titrations,lbpr,EPR,lbpr,USES
16412044,ti,1,beta-adrenergic receptor,aapp,human,humn,PART_OF
16412044,ti,1,synthetic peptide,aapp,rats,mamm,PART_OF
16412044,ti,1,active immunization,topp,cardiomyopathic,dsyn,CAUSES
16412044,ab,1,heart,bpoc,human,humn,PART_OF
16412044,ab,2,synthetic peptide,aapp,rats,mamm,PART_OF
16412044,ab,2,cardiomyopathy,dsyn,autoimmune,patf,MANIFESTATION_OF
16412044,ab,2,beta1AR,aapp,cardiomyopathy,dsyn,ASSOCIATED_WITH
16412044,ab,4,cardiomyocytes,cell,autoantibodies,aapp,LOCATION_OF
16412044,ab,6,GRK2,aapp,kinase,aapp,ISA
16412044,ab,7,immunization,topp,cardiomyopathy,dsyn,CAUSES
16412044,ab,7,GRK2,gngm,up-regulation,genf,LOCATION_OF
16412044,ab,7,GRK2,aapp,beta1AR,aapp,INTERACTS_WITH
16412044,ab,7,antigenic,bacs,rats,mamm,ADMINISTERED_TO
16225901,ab,2,oxygen,elii,iron,bacs,INTERACTS_WITH
16519885,ab,3,Rho,gngm,vinculin,gngm,STIMULATES
16519885,ab,4,Inhibitors,chvf,myosin II ATPase,aapp,INTERACTS_WITH
16519885,ab,4,Inhibitors,chvf,myosin II,enzy,INTERACTS_WITH
16519885,ab,4,myosin II,aapp,Rho,gngm,INTERACTS_WITH
16519885,ab,6,epithelial       MTD-1A cells,cell,myosin II,aapp,LOCATION_OF
16519885,ab,9,actomyosin,aapp,tension,mobd,CAUSES
15953529,ti,1,treatment,topp,aminoglycoside,carb,USES
15953529,ti,1,mouse vestibular       epithelia,bdsu,vestibular,bpoc,PART_OF
15953529,ab,1,epithelial cells,cell,cell-cell adhesion,celf,LOCATION_OF
15953529,ab,1,desmosomes,celc,cell-cell adhesion,celf,AFFECTS
15953529,ab,1,adherens junctions,celc,cell-cell adhesion,celf,AFFECTS
15953529,ab,2,E-cadherin,aapp,AJ,celc,PART_OF
15953529,ab,3,mouse vestibular epithelia,bdsu,vestibular,bpoc,PART_OF
15953529,ab,3,transmission electron microscopy,lbpr,western blotting,lbpr,METHOD_OF
15953529,ab,3,transmission electron microscopy,lbpr,immunohistochemistry,lbpr,METHOD_OF
15953529,ab,3,mouse vestibular epithelia,bdsu,E-cadherin,aapp,LOCATION_OF
15953529,ab,7,epithelia,tisu,vestibular,bpoc,PART_OF
15953529,ab,7,epithelia,tisu,E-cadherin,aapp,LOCATION_OF
15943571,ti,1,regimens,topp,fowlpox virus boost HIV type 1 vaccine,phsu,USES
15943571,ti,1,DNA,bacs,regimens,resa,compared_with
15943571,ti,1,virus,virs,macaques,mamm,PROCESS_OF
15943571,ab,1,immunity,phsf,viremia,dsyn,AFFECTS
15943571,ab,1,genes,gngm,immunity,phsf,CAUSES
15943571,ab,1,immunity,phsf,primates,mamm,PROCESS_OF
15943571,ab,3,consensus sequence,nusq,genes,gngm,CONVERTS_TO
15943571,ab,4,Gag/Pol       antigens,bacs,Pol,aapp,PART_OF
15943571,ab,4,DNA,bacs,Pol,gngm,INTERACTS_WITH
15943571,ab,4,Gag/Pol       antigens,bacs,Pol,gngm,INTERACTS_WITH
15943571,ab,5,specific T cell immunity,ortf,macaques,mamm,PROCESS_OF
15943571,ab,5,DNA,bacs,Pol,gngm,INTERACTS_WITH
15943571,ab,5,rFPV       vaccines,imft,Pol,gngm,INTERACTS_WITH
16015001,ti,1,intact parathyroid hormone,horm,patients,podg,TREATS
16015001,ab,2,intact parathyroid       hormone,horm,patients,podg,TREATS
16015001,ab,5,serum,bdsu,phosphorus,inch,LOCATION_OF
16015001,ab,14,bAP,aapp,iPTH,gngm,COEXISTS_WITH
16102747,ti,1,relaxations,topp,dogs,mamm,TREATS
16102747,ab,2,conscious,menp,dog,mamm,PROCESS_OF
16102747,ab,2,relaxations,topp,dog,mamm,TREATS
16102747,ab,6,relaxations,dora,gastroesophageal reflux disease,dsyn,TREATS
16856002,ti,1,contraception,topp,oral contraceptives,phsu,USES
16856002,ab,1,oral contraceptives,phsu,Side effects,patf,CAUSES
16856002,ab,2,oral contraceptive pills,phsu,breakthrough bleeding,fndg,AUGMENTS
16856002,ab,16,norethindrone,horm,levonorgestrel,phsu,compared_with
16856002,ab,20,norethindrone,horm,progestin,horm,ISA
16856002,ab,23,norethindrone,horm,levonorgestrel,phsu,compared_with
16856002,ab,24,progestin,horm,regimen,resa,compared_with
16856002,ab,24,progestin,horm,regimen,resa,higher_than
16387100,ab,1,allograft kidneys,bpoc,glomerular diseases,dsyn,LOCATION_OF
16387100,ab,2,graft,tisu,nephrectomies,topp,LOCATION_OF
16387100,ab,4,biopsies,diap,assessment,hlca,ISA
16387100,ab,4,biopsy,diap,assessment,hlca,ISA
16387100,ab,6,biopsy,diap,diagnosis,hlca,ISA
16387100,ab,6,diagnosis,hlca,biopsy,diap,USES
16387100,ab,8,biopsies,diap,glomerular       diseases,dsyn,DIAGNOSES
16387100,ab,9,allografted kidneys,bpoc,Glomerulopathy,dsyn,LOCATION_OF
16387100,ab,11,IgAN,dsyn,pathogenesis,patf,AFFECTS
16387100,ab,12,IgAN,dsyn,membranous GN,dsyn,COEXISTS_WITH
16387100,ab,12,MCGN,dsyn,membranous GN,dsyn,COEXISTS_WITH
16387100,ab,12,FSG,dsyn,membranous GN,dsyn,COEXISTS_WITH
16604563,ti,1,Assessment,hlca,children,humn,TREATS
16604563,ti,1,cancer,neop,children,humn,PROCESS_OF
16604563,ab,2,cancer,neop,children,humn,PROCESS_OF
16604563,ab,3,cancer,neop,children,humn,PROCESS_OF
16604563,ab,6,treatment,topp,children,humn,ADMINISTERED_TO
16604563,ab,6,treatment,topp,group,popg,TREATS
16503761,ti,1,thiazolidinediones,phsu,diabetes,dsyn,TREATS
16503761,ab,1,Thiazolidinediones,orch,peroxisomal proliferator-activated receptor       (PPAR)-gamma,gngm,STIMULATES
16503761,ab,3,TZDs,orch,blood sugar,carb,INHIBITS
16503761,ab,3,TZDs,orch,metformin,orch,INHIBITS
16503761,ab,3,TZDs,orch,sulfonylureas,orch,INHIBITS
16503761,ab,4,TZDs,orch,excessive weight gain,fndg,CAUSES
16503761,ab,6,Type 2 diabetes mellitus,dsyn,patients,humn,PROCESS_OF
16503761,ab,6,Pioglitazone,orch,complications,patf,PREVENTS
16503761,ab,6,complications,patf,patients,humn,PROCESS_OF
16503761,ab,7,non-alcoholic fatty liver,dsyn,disease,dsyn,ISA
16503761,ab,7,TZDs,orch,ovulation,ortf,AFFECTS
16503761,ab,8,metabolic syndrome,dsyn,patients,humn,PROCESS_OF
16503761,ab,8,agonists,phsu,atherosclerotic vascular disease,dsyn,TREATS
16503761,ab,8,agonists,phsu,insulin sensitivity,patf,TREATS
16503761,ab,8,PPAR-alpha,aapp,PPAR-alpha/gamma,gngm,STIMULATES
16540643,ab,12,cancerous,neop,disease progression,patf,COEXISTS_WITH
16003269,ab,6,atrial,bpoc,contraction,patf,LOCATION_OF
16003269,ab,8,pulmonary capillary wedge,bpoc,capillary,bpoc,PART_OF
16003269,ab,8,pressures,phpr,congestive       heart failure,dsyn,CAUSES
16003269,ab,9,atrial,bpoc,contraction,patf,LOCATION_OF
16003269,ab,9,LA pressure,lbtr,congestive heart failure,dsyn,PREDISPOSES
16003269,ab,10,LV ejection fraction,lbtr,LV       end-diastolic pressure,lbtr,COEXISTS_WITH
15676161,ti,1,pericardium,bpoc,Congenital absence,cgab,LOCATION_OF
15676161,ab,1,pericardium,bpoc,Congenital absence,cgab,LOCATION_OF
15676161,ab,2,Asymptomatic,fndg,patients,humn,PROCESS_OF
15676161,ab,3,exertional paroxysmal stabbing       chest pain,sosy,patients,humn,PROCESS_OF
16310382,ti,1,urinary tract infection,dsyn,dairy cattle,mamm,PROCESS_OF
16310382,ab,1,Cystitis,dsyn,cattle,mamm,PROCESS_OF
16310382,ab,1,pyelonephritis,dsyn,cattle,mamm,PROCESS_OF
16310382,ab,1,urethritis,dsyn,cattle,mamm,PROCESS_OF
16310382,ab,1,urinary tract infection,dsyn,Cystitis,dsyn,CAUSES
16310382,ab,1,urinary tract infection,dsyn,pyelonephritis,dsyn,CAUSES
16310382,ab,1,urinary tract infection,dsyn,urethritis,dsyn,CAUSES
16310382,ab,6,left kidney,bpoc,Enlargement,patf,LOCATION_OF
