docid,section,sentenceid,subject_text,subject_type,object_text,object_type,relation
15990320,abstract,1,Polyamines,Organic Chemical,nucleotides,"Nucleic Acid, Nucleoside, or Nucleotide",INTERACTS_WITH
15990320,abstract,1,Polyamines,Organic Chemical,proteins,"Amino Acid, Peptide, or Protein",INTERACTS_WITH
15990320,abstract,1,Polyamines,Biologically Active Substance,nucleotides,"Nucleic Acid, Nucleoside, or Nucleotide",INTERACTS_WITH
15990320,abstract,1,Polyamines,Biologically Active Substance,proteins,"Amino Acid, Peptide, or Protein",INTERACTS_WITH
15993885,abstract,7,CRP,"Amino Acid, Peptide, or Protein",acute-phase proteins,"Amino Acid, Peptide, or Protein",ISA
15993885,abstract,7,SAA,"Amino Acid, Peptide, or Protein",acute-phase proteins,"Amino Acid, Peptide, or Protein",ISA
15993885,abstract,7,FIB,"Amino Acid, Peptide, or Protein",acute-phase proteins,"Amino Acid, Peptide, or Protein",ISA
15993962,abstract,1,implantation,Therapeutic or Preventive Procedure,restenosis,Acquired Abnormality,PRECEDES
15993962,abstract,1,SES,Therapeutic or Preventive Procedure,implantation,Pharmacologic Substance,USES
15993962,abstract,1,implantation,Therapeutic or Preventive Procedure,restenosis,Acquired Abnormality,TREATS
15993962,abstract,1,SES,Pharmacologic Substance,restenosis,Acquired Abnormality,TREATS
15993962,abstract,6,cardiac event,Disease or Syndrome,patients,Human,PROCESS_OF
15993962,abstract,6,dialysis status,Finding,cardiac event,Disease or Syndrome,AFFECTS
15993962,abstract,6,ejection fraction,Finding,cardiac event,Disease or Syndrome,AFFECTS
15993962,abstract,6,revascularization,Therapeutic or Preventive Procedure,cardiac event,Disease or Syndrome,AFFECTS
15993962,abstract,6,revascularization,Therapeutic or Preventive Procedure,SES,Pharmacologic Substance,USES
15993989,abstract,14,mice,Mammal,Sera,Body Substance,LOCATION_OF
15996060,title,1,rheumatoid arthritis,Disease or Syndrome,patients,Human,PROCESS_OF
15996060,title,1,Sex hormone,Hormone,patients,Human,PART_OF
15996060,abstract,2,women,Disease or Syndrome,RA,Human,PROCESS_OF
15996060,abstract,2,estrogens,Hormone,women,Human,PART_OF
15996060,abstract,7,patients,Human,DHEAS,Steroid,LOCATION_OF
15996060,abstract,7,patients,Human,free testosterone,Steroid,LOCATION_OF
15996060,abstract,7,patients,Human,DHEAS,Steroid,LOCATION_OF
15996060,abstract,7,patients,Human,free testosterone,Steroid,LOCATION_OF
15996060,abstract,10,RA,Disease or Syndrome,patients,Human,PROCESS_OF
15996060,abstract,10,anti-TNF,"Amino Acid, Peptide, or Protein",sex hormones,Hormone,INTERACTS_WITH
15996060,abstract,10,sex hormones,Human,patients,Hormone,LOCATION_OF
15996060,abstract,11,RA,Disease or Syndrome,patients,Human,PROCESS_OF
15998787,abstract,3,allergen,Immunologic Factor,inflammation,Pathologic Function,CAUSES
15998787,abstract,3,airway,"Body Part, Organ, or Organ Component",inflammation,Pathologic Function,LOCATION_OF
15998787,abstract,3,inflammation,Pathologic Function,mice,Mammal,PROCESS_OF
15998787,abstract,3,Nrf2,Gene or Genome,inflammation,Pathologic Function,AFFECTS
15998787,abstract,4,response,Clinical Attribute,mucus cell hyperplasia,Sign or Symptom,ASSOCIATED_WITH
15998787,abstract,4,asthmatic,Disease or Syndrome,mice,Mammal,PROCESS_OF
15998787,abstract,4,response,Clinical Attribute,mice,Mammal,PROCESS_OF
15998787,abstract,4,lungs,"Body Part, Organ, or Organ Component",infiltration of eosinophils,Pathologic Function,LOCATION_OF
15998787,abstract,4,response,Clinical Attribute,infiltration of eosinophils,Pathologic Function,ASSOCIATED_WITH
15998787,abstract,5,splenocytes,Cell,IL-13,"Amino Acid, Peptide, or Protein",LOCATION_OF
15998787,abstract,5,splenocytes,Cell,interleukin (IL)-4,"Amino Acid, Peptide, or Protein",LOCATION_OF
15998787,abstract,5,bronchoalveolar lavage fluid,Body Substance,IL-13,"Amino Acid, Peptide, or Protein",LOCATION_OF
15998787,abstract,5,bronchoalveolar lavage fluid,Body Substance,interleukin (IL)-4,"Amino Acid, Peptide, or Protein",LOCATION_OF
15998787,abstract,5,interleukin (IL)-4,"Amino Acid, Peptide, or Protein",cytokine,"Amino Acid, Peptide, or Protein",ISA
15998787,abstract,5,IL-13,"Amino Acid, Peptide, or Protein",cytokine,"Amino Acid, Peptide, or Protein",ISA
16000282,abstract,10,18F-FDG PET,Diagnostic Procedure,metastases,Neoplastic Process,DIAGNOSES
16000282,abstract,10,CT/MRI,Diagnostic Procedure,metastases,Neoplastic Process,DIAGNOSES
16012316,abstract,8,NSIP,Disease or Syndrome,patients,Human,PROCESS_OF
16012316,abstract,8,UIP,Disease or Syndrome,patients,Human,PROCESS_OF
16015001,abstract,5,serum,Body Substance,phosphorus,Pharmacologic Substance,LOCATION_OF
16015001,abstract,5,Patients,Human,phosphorus,Pharmacologic Substance,LOCATION_OF
16015001,abstract,5,Patients,Human,P,Pharmacologic Substance,LOCATION_OF
16020163,abstract,2,suicide,Injury or Poisoning,Black,Human,PROCESS_OF
16020163,abstract,2,men,Human,adult,Human,ISA
16020163,abstract,2,women,Human,adult,Human,ISA
16020163,abstract,2,acculturation,Social Behavior,suicide,Injury or Poisoning,AFFECTS
16024249,abstract,1,Fasciolosis,Disease or Syndrome,disease,Disease or Syndrome,ISA
16024249,abstract,1,breast,"Body Part, Organ, or Organ Component",parasitic infections,Disease or Syndrome,LOCATION_OF
16025281,abstract,6,BAFF-R,Gene or Genome,B-cell lymphoma,Neoplastic Process,PART_OF
16025281,abstract,6,B-lymphoblastic lymphoma,Neoplastic Process,B-cell lymphoma,Neoplastic Process,ISA
16025281,abstract,6,B-chronic lymphocytic leukemia/small lymphocytic lymphoma,Neoplastic Process,B-cell lymphoma,Neoplastic Process,ISA
16025281,abstract,6,mantle cell lymphoma,Neoplastic Process,B-cell lymphoma,Neoplastic Process,ISA
16025281,abstract,6,follicular lymphoma,Neoplastic Process,B-cell lymphoma,Neoplastic Process,ISA
16025281,abstract,6,diffuse large B-cell lymphoma,Neoplastic Process,B-cell lymphoma,Neoplastic Process,ISA
16025281,abstract,6,marginal zone B-cell lymphoma,Neoplastic Process,B-cell lymphoma,Neoplastic Process,ISA
16025281,abstract,6,lymphoplasmacytic lymphoma,Neoplastic Process,B-cell lymphoma,Neoplastic Process,ISA
16025281,abstract,6,plasma cell myeloma,Neoplastic Process,B-cell lymphoma,Neoplastic Process,ISA
16025281,abstract,6,Burkitt lymphoma,Neoplastic Process,B-cell lymphoma,Neoplastic Process,ISA
16025281,abstract,6,Hodgkin lymphoma,Neoplastic Process,B-cell lymphoma,Neoplastic Process,ISA
16025281,abstract,6,BAFF-R,Gene or Genome,B-lymphoblastic lymphoma,Neoplastic Process,PART_OF
16025281,abstract,6,BAFF-R,Gene or Genome,B-chronic lymphocytic leukemia/small lymphocytic lymphoma,Neoplastic Process,PART_OF
16025281,abstract,6,BAFF-R,Gene or Genome,mantle cell lymphoma,Neoplastic Process,PART_OF
16025281,abstract,6,BAFF-R,Gene or Genome,follicular lymphoma,Neoplastic Process,PART_OF
16025281,abstract,6,BAFF-R,Gene or Genome,diffuse large B-cell lymphoma,Neoplastic Process,PART_OF
16025281,abstract,6,BAFF-R,Gene or Genome,marginal zone B-cell lymphoma,Neoplastic Process,PART_OF
16025281,abstract,6,BAFF-R,Gene or Genome,lymphoplasmacytic lymphoma,Neoplastic Process,PART_OF
16025281,abstract,6,BAFF-R,Gene or Genome,plasma cell myeloma,Neoplastic Process,PART_OF
16025281,abstract,6,BAFF-R,Gene or Genome,Burkitt lymphoma,Neoplastic Process,PART_OF
16025281,abstract,6,BAFF-R,Gene or Genome,Hodgkin lymphoma,Neoplastic Process,PART_OF
16025281,abstract,7,BAFF-R,Gene or Genome,B-cell neoplasms,Neoplastic Process,PART_OF
16025281,abstract,7,BAFF-R,Gene or Genome,DLBCL,Neoplastic Process,PART_OF
16025281,abstract,7,BAFF-R,Gene or Genome,proliferation,Cell Function,AFFECTS
16025281,abstract,7,proliferation,Cell Function,lymphoid cells,Cell,AFFECTS
16025281,abstract,7,lymphoid cells,Cell,neoplastic,Neoplastic Process,LOCATION_OF
16030174,abstract,5,PCOS,Disease or Syndrome,women,Human,PROCESS_OF
16030174,abstract,11,follicular fluid,Body Substance,women,Human,PART_OF
16030174,abstract,11,PCOS,Disease or Syndrome,women,Human,PROCESS_OF
16030174,abstract,11,follicular fluid,Body Substance,inhibin B,"Amino Acid, Peptide, or Protein",LOCATION_OF
16030174,abstract,11,follicular fluid,Body Substance,inhibin A,"Amino Acid, Peptide, or Protein",LOCATION_OF
16038840,abstract,7,diverticular disease,Disease or Syndrome,patients,Human,PROCESS_OF
16038840,abstract,7,NSAID,Pharmacologic Substance,diverticular infection,Disease or Syndrome,PREDISPOSES
16038840,abstract,7,diverticular,Anatomical Abnormality,infection,Disease or Syndrome,LOCATION_OF
16038840,abstract,7,NSAID,Pharmacologic Substance,diverticular infection and perforation,Disease or Syndrome,PREDISPOSES
16044089,abstract,2,peritoneal lavage,Therapeutic or Preventive Procedure,oxygenated PFC,Pharmacologic Substance,USES
16044089,abstract,2,peritoneal lavage,Therapeutic or Preventive Procedure,hemorrhagic shock,Pathologic Function,TREATS
16044089,abstract,2,oxygenated PFC (O2-PFC),Pharmacologic Substance,hemorrhagic shock,Pathologic Function,TREATS
16044089,abstract,12,lavage,Therapeutic or Preventive Procedure,metabolic acidosis,Pathologic Function,TREATS
16044089,abstract,12,lavage,Therapeutic or Preventive Procedure,O2-PFC,Pharmacologic Substance,USES
16044089,abstract,12,O2-PFC,Pharmacologic Substance,metabolic acidosis,Pathologic Function,TREATS
16044089,abstract,12,O2-PFC,Pharmacologic Substance,damage,Injury or Poisoning,TREATS
16044089,abstract,12,intestinal,"Body Part, Organ, or Organ Component",damage,Injury or Poisoning,LOCATION_OF
16044089,abstract,12,HS/R,Pathologic Function,metabolic acidosis,Pathologic Function,CAUSES
16046858,abstract,4,injection,Therapeutic or Preventive Procedure,AMPA,Pharmacologic Substance,USES
16046858,abstract,4,injection,Therapeutic or Preventive Procedure,rats,Mammal,TREATS
16046858,abstract,4,AMPA,Pharmacologic Substance,rats,Mammal,ADMINISTERED_TO
16046858,abstract,4,white matter,Tissue,injury,Injury or Poisoning,LOCATION_OF
16046858,abstract,4,gray and white matter,Tissue,injury,Injury or Poisoning,LOCATION_OF
16046858,abstract,4,injection,Therapeutic or Preventive Procedure,injury,Injury or Poisoning,CAUSES
16046858,abstract,4,AMPA,Pharmacologic Substance,injury,Injury or Poisoning,CAUSES
16078061,abstract,2,surgery,Therapeutic or Preventive Procedure,epilepsy,Disease or Syndrome,TREATS
16078061,abstract,2,PET scan,Diagnostic Procedure,FDG,"Indicator, Reagent, or Diagnostic Aid",USES
16078061,abstract,7,FDG PET,Diagnostic Procedure,clinical management,Health Care Activity,AFFECTS
16078061,abstract,7,clinical management,Health Care Activity,patients,Human,TREATS
16079122,abstract,1,chronic lymphocytic leukemia,Neoplastic Process,patients,Human,AFFECTS
16079122,abstract,1,febrile,Finding,patients,Human,PROCESS_OF
16079122,abstract,2,febrile,Finding,patients,Human,PROCESS_OF
16079931,abstract,3,Doppler echocardiography,Diagnostic Procedure,left ventricular diastolic dysfunction,Disease or Syndrome,DIAGNOSES
16080004,abstract,8,safrole,Hazardous or Poisonous Substance,cell proliferation,Cell Function,AFFECTS
16080004,abstract,8,safrole,Organic Chemical,cell proliferation,Cell Function,AUGMENTS
16083305,title,1,Escherichia coli,Bacterium,BAFF,"Amino Acid, Peptide, or Protein",LOCATION_OF
16083305,title,1,mice,Mammal,NK cells,Cell,LOCATION_OF
16083305,title,1,mice,Mammal,CD8+ T lymphocytes,Cell,LOCATION_OF
16083305,title,1,mice,Mammal,CD4+,Cell,LOCATION_OF
16083305,title,1,BAFF,"Amino Acid, Peptide, or Protein",CD8+ T lymphocytes,Cell,AFFECTS
16083305,title,1,BAFF,"Amino Acid, Peptide, or Protein",CD4+,Cell,AFFECTS
16083305,title,1,BAFF,"Amino Acid, Peptide, or Protein",NK cells,Cell,AFFECTS
16083305,abstract,3,mice,Mammal,natural killer (NK) cells,Cell,LOCATION_OF
16083305,abstract,3,mice,Mammal,CD8(+) T lymphocytes,Cell,LOCATION_OF
16083305,abstract,3,mice,Mammal,CD4(+),Cell,LOCATION_OF
16083305,abstract,3,mice,Mammal,B lymphocytes,Cell,LOCATION_OF
16083305,abstract,3,B lymphocytes,Cell,splenic,"Body Part, Organ, or Organ Component",PART_OF
16083305,abstract,3,hsBAFF,"Amino Acid, Peptide, or Protein",B lymphocytes,Cell,AFFECTS
16083305,abstract,3,hsBAFF,"Amino Acid, Peptide, or Protein",CD4(+),Cell,AFFECTS
16083305,abstract,3,hsBAFF,"Amino Acid, Peptide, or Protein",CD8(+) T lymphocytes,Cell,AFFECTS
16083305,abstract,3,hsBAFF,"Amino Acid, Peptide, or Protein",natural killer (NK) cells,Cell,AFFECTS
16084063,title,1,beta-catenin,"Amino Acid, Peptide, or Protein",apoptosis,Cell Function,DISRUPTS
16084063,title,1,beta-catenin,"Amino Acid, Peptide, or Protein",invasive growth,Pathologic Function,AUGMENTS
16084063,title,1,invasive growth,Pathologic Function,HNSCC,Neoplastic Process,COEXISTS_WITH
16084063,abstract,1,Wnt/beta-catenin signaling pathway,"Amino Acid, Peptide, or Protein",cell proliferation,Cell Function,AFFECTS
16084063,abstract,1,Wnt/beta-catenin signaling pathway,"Amino Acid, Peptide, or Protein",oncogenesis,Neoplastic Process,AFFECTS
16091875,abstract,14,therapy,Therapeutic or Preventive Procedure,valganciclovir,Pharmacologic Substance,USES
16091875,abstract,14,therapy,Therapeutic or Preventive Procedure,CMV infections,Disease or Syndrome,TREATS
16091875,abstract,14,valganciclovir,Pharmacologic Substance,CMV infections,Disease or Syndrome,TREATS
16091875,abstract,14,PCR,Laboratory Procedure,CMV infections,Disease or Syndrome,DIAGNOSES
16091875,abstract,14,lung transplantation,Therapeutic or Preventive Procedure,bronchoalveolar lavage,Therapeutic or Preventive Procedure,PRECEDES
16100526,abstract,2,Veratridine,Biologically Active Substance,secretion,Biologic Function,CAUSES
16100526,abstract,2,Veratridine,Biologically Active Substance,neurons,Cell,AFFECTS
16100526,abstract,2,colon mucosa,"Body Part, Organ, or Organ Component",secretion,Biologic Function,LOCATION_OF
16100526,abstract,2,colon mucosa,"Body Part, Organ, or Organ Component",mouse,Mammal,PART_OF
16100526,abstract,12,NPY,"Amino Acid, Peptide, or Protein",neurotransmission,Cell Function,DISRUPTS
16100526,abstract,12,NPY,"Amino Acid, Peptide, or Protein",Y(2) receptors,"Amino Acid, Peptide, or Protein",STIMULATES
16100526,abstract,12,neurons,Cell,Y(2) receptors,"Amino Acid, Peptide, or Protein",LOCATION_OF
16100526,abstract,12,neurons,Cell,submucosal,Tissue,PART_OF
16100526,abstract,12,veratridine,Pharmacologic Substance,tissue,Tissue,AFFECTS
16101536,abstract,7,anti-cytokine biologics therapy,Therapeutic or Preventive Procedure,rheumatoid arthritis,Disease or Syndrome,TREATS
16101536,abstract,8,T cells,Cell,adhesion molecules,"Amino Acid, Peptide, or Protein",LOCATION_OF
16102747,abstract,6,MPEP,Pharmacologic Substance,mGlu5 receptor antagonist,Pharmacologic Substance,ISA
16102747,abstract,6,mGlu5 receptor antagonist,Pharmacologic Substance,sphincter relaxation,Organ or Tissue Function,DISRUPTS
16102747,abstract,6,esophageal,"Body Part, Organ, or Organ Component",sphincter relaxation,Organ or Tissue Function,LOCATION_OF
16102747,abstract,6,MPEP,Pharmacologic Substance,sphincter relaxation,Organ or Tissue Function,DISRUPTS
16102747,abstract,6,mGlu5 receptor,"Amino Acid, Peptide, or Protein",gastroesophageal reflux disease,Disease or Syndrome,TREATS
16105135,title,1,non-alcoholic fatty liver,Disease or Syndrome,disease,Disease or Syndrome,ISA
16105135,title,1,steatohepatitis,Disease or Syndrome,patients,Human,PROCESS_OF
16105135,title,1,disease,Disease or Syndrome,patients,Human,PROCESS_OF
16105135,title,1,non-alcoholic fatty liver,Disease or Syndrome,patients,Human,PROCESS_OF
16105135,title,1,homocysteine,"Amino Acid, Peptide, or Protein",steatohepatitis,Disease or Syndrome,PREDISPOSES
16105135,abstract,1,non-alcoholic fatty liver,Disease or Syndrome,disease,Disease or Syndrome,ISA
16105135,abstract,1,disease,Disease or Syndrome,patients,Human,PROCESS_OF
16105135,abstract,1,non-alcoholic fatty liver,Disease or Syndrome,patients,Human,PROCESS_OF
16105135,abstract,1,steatosis,Pathologic Function,patients,Human,PROCESS_OF
16105135,abstract,1,hyperhomocysteinemia,Disease or Syndrome,patients,Human,PROCESS_OF
16105135,abstract,1,cystathionine beta-synthase,"Amino Acid, Peptide, or Protein",hyperhomocysteinemia,Disease or Syndrome,CAUSES
16105135,abstract,1,homocysteine,"Amino Acid, Peptide, or Protein",patients,Human,PART_OF
16105135,abstract,11,non-alcoholic fatty liver,Disease or Syndrome,disease,Disease or Syndrome,ISA
16105135,abstract,11,patients,Human,homocysteine,"Amino Acid, Peptide, or Protein",LOCATION_OF
16105135,abstract,11,disease,Disease or Syndrome,patients,Human,PROCESS_OF
16105135,abstract,11,non-alcoholic fatty liver,Disease or Syndrome,patients,Human,PROCESS_OF
16109976,abstract,2,interleukin 1,"Amino Acid, Peptide, or Protein",lung inflammation,Disease or Syndrome,CAUSES
16109976,abstract,2,endotoxin,Carbohydrate,lung inflammation,Disease or Syndrome,CAUSES
16109976,abstract,2,lung inflammation,Disease or Syndrome,lambs,Mammal,PROCESS_OF
16109976,abstract,2,maturation,Physiologic Function,lambs,Mammal,PROCESS_OF
16109976,abstract,2,maturation,Physiologic Function,lung,"Body Part, Organ, or Organ Component",AFFECTS
16109976,abstract,2,lung inflammation,Disease or Syndrome,maturation,Physiologic Function,PRECEDES
16109976,abstract,4,injection,Therapeutic or Preventive Procedure,Lung inflammation,Disease or Syndrome,CAUSES
16109976,abstract,4,injection,Therapeutic or Preventive Procedure,endotoxin,Carbohydrate,USES
16109976,abstract,4,injection,Therapeutic or Preventive Procedure,IL-1,"Amino Acid, Peptide, or Protein",USES
16119618,abstract,2,Down syndrome,Congenital Abnormality,patients,Human,PROCESS_OF
16119618,abstract,2,EEG,Diagnostic Procedure,patients,Human,ADMINISTERED_TO
16119618,abstract,2,EEG,Diagnostic Procedure,children,Human,ADMINISTERED_TO
16126188,abstract,2,detection,Therapeutic or Preventive Procedure,detection,Therapeutic or Preventive Procedure,METHOD_OF
16126188,abstract,4,plasma,Body Substance,maternal,Human,PART_OF
16126188,abstract,4,plasma,Body Substance,DNA,Biologically Active Substance,LOCATION_OF
16126188,abstract,4,detection,Therapeutic or Preventive Procedure,fetal diseases,Disease or Syndrome,DIAGNOSES
16126188,abstract,4,detection,Therapeutic or Preventive Procedure,pregnancy-associated complications,Disease or Syndrome,DIAGNOSES
16126188,abstract,4,DNA,Biologically Active Substance,fetal,Embryonic Structure,PART_OF
16138263,abstract,5,L-thyroxin,"Amino Acid, Peptide, or Protein",Wistar rats,Mammal,TREATS
16141404,abstract,6,SFLLRN,"Amino Acid, Peptide, or Protein",EPC,Cell,AUGMENTS
16141404,abstract,6,SFLLRN,"Amino Acid, Peptide, or Protein",receptor CXCR-4,Receptor,STIMULATES
16141404,abstract,6,SFLLRN,"Amino Acid, Peptide, or Protein",SDF-1,"Amino Acid, Peptide, or Protein",STIMULATES
16141404,abstract,8,SFLLRN,"Amino Acid, Peptide, or Protein",PAR-1,Gene or Genome,STIMULATES
16141404,abstract,9,EPCs,Cell,PAR-1,"Amino Acid, Peptide, or Protein",PRODUCES
16141404,abstract,9,EPCs,Cell,Human,Human,PART_OF
16144778,abstract,8,anandamide,Biologically Active Substance,respiratory depression,Pathologic Function,CAUSES
16146326,abstract,1,hemiplegia,Sign or Symptom,subjects,Human,PROCESS_OF
16149149,title,1,collagen-induced arthritis,Experimental Model of Disease,mice,Mammal,PROCESS_OF
16149149,title,1,enteric mucosal immune,Organ or Tissue Function,mice,Mammal,PROCESS_OF
16149149,title,1,Gui Zhi decoction,Biologically Active Substance,enteric mucosal immune,Organ or Tissue Function,AFFECTS
16154523,title,1,hair specimens,"Body Part, Organ, or Organ Component",amphetamine,Organic Chemical,LOCATION_OF
16154523,title,1,hair specimens,"Body Part, Organ, or Organ Component",congeners,Chemical Viewed Structurally,LOCATION_OF
16154523,abstract,7,hair,"Body Part, Organ, or Organ Component",MDEA,Organic Chemical,LOCATION_OF
16154523,abstract,7,hair,"Body Part, Organ, or Organ Component",MDMA,Organic Chemical,LOCATION_OF
16154523,abstract,7,hair,"Body Part, Organ, or Organ Component",AM,Organic Chemical,LOCATION_OF
16154523,abstract,7,hair,"Body Part, Organ, or Organ Component",MA,Organic Chemical,LOCATION_OF
16154523,abstract,7,hair,"Body Part, Organ, or Organ Component",MDA,Organic Chemical,LOCATION_OF
16154523,abstract,7,hair,"Body Part, Organ, or Organ Component",abusers,Human,PART_OF
16160007,title,1,missense mutation,Genetic Function,ADAMTS13,Gene or Genome,AFFECTS
16160007,title,1,polymorphisms,Genetic Function,ADAMTS13,Gene or Genome,AFFECTS
16160007,title,1,polymorphisms,Genetic Function,amino acid,"Amino Acid, Peptide, or Protein",AFFECTS
16160007,abstract,1,thrombotic thrombocytopenic purpura,Disease or Syndrome,patients,Human,PROCESS_OF
16160007,abstract,1,ADAMTS13,Gene or Genome,patients,Human,PART_OF
16160007,abstract,1,Sequence analysis,Laboratory Procedure,rare missense mutation (R1336W),Cell or Molecular Dysfunction,DIAGNOSES
16160855,abstract,2,cutting,Therapeutic or Preventive Procedure,Denervation,Therapeutic or Preventive Procedure,METHOD_OF
16167756,abstract,8,SS,Disease or Syndrome,disease,Disease or Syndrome,ISA
16167981,abstract,2,chromosome 25 (ECA25),Cell Component,horse,Mammal,PART_OF
16167981,abstract,2,locus,Gene or Genome,horse chromosome 25 (ECA25),Cell Component,PART_OF
16172203,abstract,1,antipsychotic drugs,Pharmacologic Substance,agents,Chemical Viewed Functionally,COMPARED_WITH
16172797,title,1,High grade primary breast lymphoma,Neoplastic Process,breast,"Body Part, Organ, or Organ Component",PART_OF
16172797,abstract,1,lymphoma,Neoplastic Process,neoplasm,Neoplastic Process,ISA
16172797,abstract,1,lymphoma,Neoplastic Process,breast,"Body Part, Organ, or Organ Component",PART_OF
16176149,abstract,9,Ca deficiency,Disease or Syndrome,bone loss,Pathologic Function,CAUSES
16176149,abstract,9,OVX,Therapeutic or Preventive Procedure,bone loss,Pathologic Function,CAUSES
16176149,abstract,9,Ca deficiency,Disease or Syndrome,rats,Mammal,PROCESS_OF
16176149,abstract,9,OVX,Therapeutic or Preventive Procedure,rats,Mammal,ADMINISTERED_TO
16176149,abstract,9,extract,Substance,bone loss,Pathologic Function,PREVENTS
16177843,title,1,schizophrenia,Mental or Behavioral Dysfunction,cohort,Human,OCCURS_IN
16177843,abstract,7,schizophrenia,Mental or Behavioral Dysfunction,psychotic disorders,Mental or Behavioral Dysfunction,ISA
16177843,abstract,7,psychotic disorders,Mental or Behavioral Dysfunction,cohort,Human,OCCURS_IN
16181881,abstract,1,lone atrial fibrillation,Disease or Syndrome,patients,Human,PROCESS_OF
16181881,abstract,1,surgery,Therapeutic or Preventive Procedure,patients,Human,TREATS
16181881,abstract,1,surgery,Therapeutic or Preventive Procedure,lone atrial fibrillation,Disease or Syndrome,TREATS
16182253,abstract,1,cytoplasmic protein,"Amino Acid, Peptide, or Protein",metazoans,Invertebrate,PART_OF
16182253,abstract,1,nuclear,"Amino Acid, Peptide, or Protein",metazoans,Invertebrate,PART_OF
16182253,abstract,1,acetylglucosamine,Biologically Active Substance,cytoplasmic proteins,"Amino Acid, Peptide, or Protein",INTERACTS_WITH
16182253,abstract,1,acetylglucosamine,Biologically Active Substance,nuclear and cytoplasmic proteins,"Amino Acid, Peptide, or Protein",INTERACTS_WITH
16182253,abstract,6,Mutations,Genetic Function,progressive cerebellar ataxias,Disease or Syndrome,CAUSES
16182253,abstract,6,Mutations,Genetic Function,seizures,Sign or Symptom,CAUSES
16182253,abstract,6,SCA10 gene,Gene or Genome,Mutations,Genetic Function,LOCATION_OF
16182253,abstract,6,SCA10 gene,Gene or Genome,progressive cerebellar ataxias,Disease or Syndrome,CAUSES
16182253,abstract,6,SCA10 gene,Gene or Genome,seizures,Sign or Symptom,CAUSES
16182253,abstract,7,cells,Cell,O-linked glycosylation,Molecular Function,LOCATION_OF
16182253,abstract,7,O-linked glycosylation,Molecular Function,SCA10,Gene or Genome,AFFECTS
16182253,abstract,7,pancreatic beta cells,Cell,Ataxin-10 protein,"Amino Acid, Peptide, or Protein",LOCATION_OF
16182253,abstract,7,SCA10,Gene or Genome,OGT,"Amino Acid, Peptide, or Protein",INTERACTS_WITH
16185180,abstract,8,combination therapy,Therapeutic or Preventive Procedure,Patients,Human,TREATS
16185180,abstract,8,MDRPA,Disease or Syndrome,Patients,Human,PROCESS_OF
16185180,abstract,8,combination therapy,Therapeutic or Preventive Procedure,MDRPA,Disease or Syndrome,TREATS
16185180,abstract,8,combination therapy,Therapeutic or Preventive Procedure,beta-lactam,Antibiotic,USES
16185180,abstract,8,combination therapy,Therapeutic or Preventive Procedure,aminoglycoside,Pharmacologic Substance,USES
16185180,abstract,8,combination therapy,Therapeutic or Preventive Procedure,fluoroquinolone,Pharmacologic Substance,USES
16185321,abstract,1,Killer cell immunoglobulin-like receptors,"Amino Acid, Peptide, or Protein",human leukocyte antigen,"Amino Acid, Peptide, or Protein",INTERACTS_WITH
16194167,title,1,transthoracic echocardiography,Diagnostic Procedure,abdominal aortic atherosclerosis,Disease or Syndrome,DIAGNOSES
16194167,abstract,10,TTE,Diagnostic Procedure,patients,Human,ADMINISTERED_TO
16194167,abstract,10,TTE,Diagnostic Procedure,patients,Human,ADMINISTERED_TO
16194167,abstract,10,TTE,Diagnostic Procedure,images,Diagnostic Procedure,ISA
16197815,abstract,4,ALS,Disease or Syndrome,patients,Human,PROCESS_OF
16197815,abstract,4,IGF-1,"Amino Acid, Peptide, or Protein",patients,Human,ADMINISTERED_TO
16197815,abstract,6,ALS,Disease or Syndrome,patients,Human,PROCESS_OF
16197815,abstract,6,treatment,Therapeutic or Preventive Procedure,motor functions,Functional Concept,AFFECTS
16204062,abstract,3,PKCiota,"Amino Acid, Peptide, or Protein",isozyme,"Amino Acid, Peptide, or Protein",ISA
16204062,abstract,3,PKCiota,"Amino Acid, Peptide, or Protein",tumorigenicity,Pathologic Function,AFFECTS
16204062,abstract,3,PKCiota,"Amino Acid, Peptide, or Protein",human lung adenocarcinoma A549 cell line,Cell,AFFECTS
16204062,abstract,3,human lung adenocarcinoma A549 cell line,Cell,lung adenocarcinoma,Neoplastic Process,LOCATION_OF
16204062,abstract,3,cells,Cell,non-small cell lung cancer (NSCLC),Neoplastic Process,LOCATION_OF
16204062,abstract,3,cells,Cell,human,Human,PART_OF
16204062,abstract,3,non-small cell lung cancer (NSCLC),Neoplastic Process,human,Human,PROCESS_OF
16204062,abstract,3,atypical PKC (aPKC),"Amino Acid, Peptide, or Protein",isozyme,"Amino Acid, Peptide, or Protein",ISA
16204062,abstract,4,PKCiota,"Amino Acid, Peptide, or Protein",oncogene,Gene or Genome,ISA
16204062,abstract,4,oncogene,Gene or Genome,NSCLC,Neoplastic Process,ASSOCIATED_WITH
16204062,abstract,4,PKCiota,"Amino Acid, Peptide, or Protein",NSCLC,Neoplastic Process,ASSOCIATED_WITH
16204062,abstract,4,tumors,Neoplastic Process,aPKCiota,"Amino Acid, Peptide, or Protein",PRODUCES
16204062,abstract,4,NSCLC,Neoplastic Process,aPKCiota,"Amino Acid, Peptide, or Protein",PRODUCES
16204062,abstract,4,NSCLC,Neoplastic Process,tumors,Neoplastic Process,ISA
